id,brthcan,prv,region,marstat
7111,1,47,4,1
7112,1,24,2,3
7113,1,35,3,1
7114,1,35,3,1
7115,1,10,1,1
7116,1,48,4,1
7117,1,47,4,6
7118,1,59,5,1
7119,1,35,3,1
7120,2,59,5,1
7121,2,35,3,1
7122,1,47,4,2
7123,1,48,4,6
7124,2,35,3,1
7125,2,24,2,5
7126,2,35,3,6
7127,1,59,5,1
7128,1,10,1,6
7129,1,59,5,2
7130,1,13,1,1
7131,1,59,5,2
7132,1,12,1,6
7133,1,24,2,6
7134,1,46,4,5
7135,2,12,1,1
7136,1,35,3,3
7137,1,47,4,1
7138,2,24,2,1
7139,1,59,5,2
7140,1,24,2,1
7141,1,59,5,4
7142,1,12,1,3
7143,1,48,4,1
7144,1,47,4,1
7145,1,59,5,1
7146,1,48,4,1
7147,1,47,4,1
7148,1,24,2,6
7149,1,24,2,1
7150,2,48,4,1
7151,1,35,3,6
7152,1,10,1,1
7153,1,12,1,6
7154,1,48,4,6
7155,1,59,5,2
7156,2,59,5,6
7157,1,24,2,1
7158,1,35,3,1
7159,1,35,3,5
7160,1,59,5,1
7161,1,35,3,5
7162,1,24,2,2
7163,1,59,5,4
7164,1,46,4,6
7165,1,59,5,2
7166,1,10,1,1
7167,1,13,1,5
7168,1,13,1,1
7169,1,24,2,2
7170,1,13,1,1
7171,1,24,2,6
7172,2,12,1,6
7173,1,59,5,1
7174,1,35,3,1
7175,2,35,3,4
7176,2,35,3,1
7177,1,12,1,1
7178,2,46,4,1
7179,2,48,4,1
7180,1,13,1,5
7181,1,48,4,3
7182,1,24,2,1
7183,1,35,3,2
7184,1,24,2,1
7185,1,46,4,1
7186,1,10,1,3
7187,1,35,3,3
7188,2,46,4,1
7189,1,10,1,3
7190,1,48,4,2
7191,1,48,4,3
7192,1,13,1,4
7193,1,35,3,1
7194,1,24,2,1
7195,1,59,5,1
7196,1,47,4,1
7197,1,35,3,1
7198,2,48,4,1
7199,1,46,4,6
7200,2,48,4,3
7201,2,48,4,1
7202,1,12,1,6
7203,1,12,1,2
7204,1,24,2,6
7205,1,12,1,3
7206,1,47,4,1
7207,1,35,3,1
7208,1,46,4,1
7209,1,10,1,5
7210,1,24,2,2
7211,1,46,4,1
7212,2,13,1,6
7213,2,35,3,1
7214,1,13,1,1
7215,1,13,1,6
7216,2,59,5,1
7217,1,35,3,6
7218,2,35,3,6
7219,1,59,5,1
7220,9,59,5,1
7221,2,35,3,1
7222,1,24,2,2
7223,1,59,5,6
7224,1,59,5,1
7225,2,35,3,4
7226,1,12,1,6
7227,1,11,1,3
7228,1,35,3,5
7229,1,12,1,1
7230,2,35,3,4
7231,1,24,2,5
7232,2,35,3,6
7233,1,24,2,6
7234,1,24,2,6
7235,1,12,1,6
7236,1,59,5,3
7237,1,46,4,6
7238,1,35,3,1
7239,1,24,2,1
7240,2,59,5,1
7241,1,24,2,2
7242,2,48,4,1
7243,1,47,4,6
7244,2,47,4,6
7245,2,35,3,1
7246,2,59,5,2
7247,1,48,4,3
7248,1,35,3,6
7249,1,35,3,1
7250,1,59,5,1
7251,1,13,1,1
7252,1,24,2,2
7253,1,13,1,5
7254,1,47,4,6
7255,1,10,1,1
7256,1,35,3,1
7257,1,13,1,1
7258,1,13,1,4
7259,1,24,2,6
7260,2,35,3,1
7261,1,13,1,6
7262,1,24,2,5
7263,1,12,1,1
7264,2,35,3,3
7265,2,35,3,1
7266,2,48,4,1
7267,2,46,4,1
7268,1,10,1,5
7269,1,48,4,5
7270,1,12,1,1
7271,1,24,2,1
7272,1,47,4,1
7273,2,35,3,6
7274,1,12,1,2
7275,2,35,3,3
7276,1,13,1,1
7277,1,24,2,2
7278,1,35,3,1
7279,1,12,1,1
7280,2,35,3,1
7281,1,24,2,1
7282,1,24,2,2
7283,1,35,3,1
7284,1,35,3,1
7285,1,35,3,2
7286,1,24,2,2
7287,1,46,4,1
7288,1,59,5,1
7289,1,59,5,1
7290,1,35,3,6
7291,1,48,4,5
7292,1,47,4,5
7293,1,10,1,6
7294,1,46,4,1
7295,1,13,1,2
7296,2,35,3,5
7297,1,48,4,98
7298,2,12,1,2
7299,1,12,1,3
7300,1,12,1,6
7301,2,59,5,1
7302,1,47,4,1
7303,2,35,3,1
7304,1,35,3,3
7305,1,24,2,1
7306,1,59,5,6
7307,1,35,3,1
7308,1,59,5,5
7309,1,24,2,6
7310,2,59,5,1
7311,1,12,1,2
7312,1,12,1,6
7313,1,35,3,6
7314,1,35,3,1
7315,1,35,3,2
7316,2,35,3,1
7317,1,35,3,6
7318,1,35,3,5
7319,1,59,5,1
7320,1,11,1,1
7321,1,24,2,1
7322,1,24,2,1
7323,1,10,1,2
7324,1,59,5,6
7325,1,11,1,6
7326,1,24,2,3
7327,2,35,3,3
7328,2,35,3,2
7329,1,11,1,6
7330,2,59,5,6
7331,1,46,4,6
7332,1,35,3,1
7333,1,46,4,6
7334,1,13,1,5
7335,1,12,1,1
7336,1,12,1,5
7337,1,48,4,1
7338,2,59,5,6
7339,1,47,4,5
7340,1,59,5,1
7341,2,35,3,4
7342,2,35,3,5
7343,1,13,1,2
7344,1,35,3,2
7345,1,24,2,2
7346,1,35,3,1
7347,1,10,1,1
7348,2,35,3,1
7349,1,35,3,1
7350,1,13,1,6
7351,2,59,5,1
7352,1,35,3,6
7353,2,59,5,1
7354,2,35,3,6
7355,1,24,2,6
7356,1,35,3,6
7357,1,12,1,2
7358,1,24,2,1
7359,2,11,1,1
7360,1,10,1,4
7361,1,48,4,1
7362,2,35,3,1
7363,1,46,4,1
7364,1,35,3,1
7365,1,59,5,1
7366,1,35,3,6
7367,1,47,4,6
7368,2,35,3,1
7369,1,10,1,6
7370,2,46,4,1
7371,1,47,4,1
7372,1,35,3,3
7373,2,35,3,3
7374,1,13,1,6
7375,1,35,3,1
7376,2,59,5,1
7377,2,35,3,1
7378,1,48,4,6
7379,1,24,2,6
7380,1,24,2,6
7381,1,12,1,6
7382,1,35,3,5
7383,1,24,2,2
7384,1,24,2,5
7385,1,35,3,6
7386,1,24,2,1
7387,1,13,1,1
7388,1,24,2,3
7389,1,10,1,3
7390,2,35,3,1
7391,1,35,3,3
7392,1,24,2,5
7393,2,24,2,1
7394,2,13,1,4
7395,2,35,3,1
7396,1,59,5,6
7397,1,24,2,1
7398,1,12,1,1
7399,1,12,1,6
7400,2,24,2,2
7401,1,24,2,1
7402,1,47,4,1
7403,2,59,5,1
7404,1,13,1,5
7405,1,12,1,1
7406,2,59,5,1
7407,1,35,3,1
7408,7,10,1,6
7409,1,35,3,6
7410,2,59,5,1
7411,2,48,4,5
7412,1,35,3,5
7413,1,24,2,3
7414,2,35,3,1
7415,1,48,4,1
7416,1,10,1,6
7417,1,35,3,5
7418,2,59,5,6
7419,1,47,4,1
7420,7,12,1,2
7421,1,10,1,1
7422,2,10,1,1
7423,1,47,4,6
7424,1,47,4,1
7425,1,35,3,6
7426,1,35,3,1
7427,1,24,2,6
7428,1,24,2,1
7429,2,35,3,1
7430,1,47,4,1
7431,1,48,4,6
7432,2,59,5,5
7433,1,35,3,6
7434,1,11,1,4
7435,1,35,3,1
7436,1,35,3,6
7437,2,35,3,6
7438,1,48,4,1
7439,2,48,4,1
7440,1,48,4,1
7441,1,59,5,6
7442,1,35,3,1
7443,1,59,5,6
7444,1,12,1,1
7445,1,35,3,1
7446,1,35,3,2
7447,1,13,1,6
7448,2,35,3,5
7449,1,13,1,6
7450,1,12,1,6
7451,1,12,1,1
7452,1,12,1,6
7453,1,35,3,6
7454,1,12,1,4
7455,1,24,2,4
7456,2,35,3,1
7457,2,46,4,6
7458,2,35,3,6
7459,1,24,2,1
7460,1,24,2,5
7461,2,59,5,1
7462,2,59,5,6
7463,1,35,3,1
7464,1,24,2,1
7465,2,48,4,1
7466,1,59,5,1
7467,2,48,4,5
7468,1,10,1,1
7469,1,35,3,5
7470,1,59,5,3
7471,9,13,1,3
7472,1,24,2,1
7473,1,10,1,2
7474,1,35,3,2
7475,7,11,1,2
7476,1,35,3,6
7477,1,13,1,6
7478,1,35,3,3
7479,2,24,2,1
7480,1,35,3,2
7481,2,35,3,5
7482,1,24,2,2
7483,1,13,1,1
7484,1,13,1,6
7485,2,59,5,1
7486,1,12,1,1
7487,1,11,1,3
7488,1,35,3,1
7489,1,48,4,1
7490,2,35,3,1
7491,1,47,4,1
7492,1,12,1,6
7493,1,59,5,1
7494,1,24,2,6
7495,2,35,3,1
7496,1,24,2,1
7497,1,46,4,1
7498,1,35,3,6
7499,1,59,5,6
7500,1,35,3,1
7501,2,59,5,1
7502,1,24,2,6
7503,1,35,3,1
7504,1,11,1,1
7505,2,59,5,1
7506,1,47,4,1
7507,2,48,4,1
7508,2,35,3,1
7509,1,47,4,6
7510,2,48,4,6
7511,1,35,3,3
7512,1,35,3,1
7513,1,35,3,1
7514,1,24,2,6
7515,1,24,2,1
7516,1,11,1,2
7517,2,35,3,6
7518,1,24,2,6
7519,2,59,5,6
7520,2,24,2,1
7521,1,13,1,1
7522,1,24,2,2
7523,1,35,3,1
7524,1,12,1,6
7525,1,12,1,5
7526,2,35,3,6
7527,1,24,2,2
7528,1,59,5,6
7529,1,12,1,1
7530,2,12,1,6
7531,1,12,1,6
7532,2,35,3,1
7533,2,24,2,1
7534,1,24,2,2
7535,1,59,5,1
7536,1,35,3,4
7537,2,59,5,5
7538,1,35,3,6
7539,1,46,4,1
7540,2,35,3,1
7541,1,10,1,4
7542,1,12,1,5
7543,1,35,3,3
7544,1,59,5,3
7545,1,11,1,3
7546,1,24,2,2
7547,1,13,1,1
7548,2,46,4,1
7549,1,46,4,1
7550,1,35,3,1
7551,1,13,1,1
7552,2,35,3,2
7553,1,24,2,6
7554,1,35,3,6
7555,1,35,3,1
7556,9,13,1,3
7557,1,24,2,2
7558,1,10,1,6
7559,1,13,1,1
7560,1,46,4,6
7561,1,24,2,5
7562,1,35,3,1
7563,2,24,2,1
7564,2,35,3,6
7565,1,59,5,1
7566,2,48,4,4
7567,2,12,1,1
7568,2,24,2,5
7569,2,24,2,1
7570,1,24,2,5
7571,1,12,1,6
7572,1,10,1,1
7573,1,59,5,2
7574,1,12,1,1
7575,2,13,1,6
7576,1,24,2,6
7577,1,12,1,1
7578,1,12,1,1
7579,1,59,5,1
7580,2,59,5,5
7581,2,59,5,3
7582,1,12,1,3
7583,2,48,4,1
7584,1,35,3,1
7585,1,12,1,1
7586,1,46,4,3
7587,1,24,2,6
7588,1,10,1,1
7589,1,47,4,6
7590,1,35,3,1
7591,1,35,3,3
7592,2,35,3,1
7593,1,35,3,1
7594,1,12,1,2
7595,8,24,2,1
7596,1,24,2,3
7597,1,46,4,1
7598,1,12,1,6
7599,2,35,3,6
7600,1,48,4,6
7601,1,35,3,2
7602,1,35,3,1
7603,1,24,2,3
7604,1,24,2,1
7605,1,24,2,2
7606,1,24,2,1
7607,1,24,2,5
7608,1,10,1,1
7609,1,10,1,6
7610,2,13,1,1
7611,1,12,1,3
7612,1,13,1,2
7613,1,35,3,1
7614,1,35,3,2
7615,1,35,3,1
7616,1,24,2,1
7617,1,48,4,1
7618,1,35,3,5
7619,2,24,2,6
7620,2,35,3,1
7621,1,35,3,2
7622,1,24,2,5
7623,1,35,3,1
7624,2,35,3,5
7625,1,10,1,1
7626,1,59,5,5
7627,1,35,3,1
7628,1,12,1,6
7629,1,35,3,1
7630,1,47,4,4
7631,2,35,3,3
7632,1,48,4,1
7633,1,35,3,6
7634,2,24,2,2
7635,1,46,4,1
7636,2,59,5,1
7637,1,35,3,1
7638,2,35,3,1
7639,1,24,2,5
7640,1,24,2,2
7641,1,59,5,6
7642,2,24,2,1
7643,1,10,1,1
7644,1,59,5,1
7645,1,35,3,1
7646,1,24,2,1
7647,1,35,3,1
7648,1,35,3,5
7649,1,48,4,1
7650,1,48,4,5
7651,1,24,2,1
7652,1,59,5,1
7653,1,24,2,6
7654,1,59,5,1
7655,2,59,5,1
7656,1,35,3,1
7657,2,35,3,1
7658,2,59,5,6
7659,1,13,1,6
7660,1,35,3,5
7661,1,35,3,4
7662,1,12,1,6
7663,1,13,1,2
7664,1,35,3,1
7665,1,59,5,4
7666,1,35,3,1
7667,1,35,3,1
7668,1,10,1,1
7669,1,10,1,1
7670,1,59,5,6
7671,1,12,1,3
7672,1,10,1,4
7673,1,35,3,6
7674,1,24,2,2
7675,1,13,1,3
7676,1,48,4,1
7677,1,13,1,1
7678,1,11,1,1
7679,2,59,5,1
7680,2,48,4,1
7681,1,10,1,6
7682,1,35,3,1
7683,2,35,3,1
7684,1,59,5,1
7685,1,48,4,1
7686,1,48,4,1
7687,1,24,2,5
7688,1,35,3,1
7689,1,59,5,6
7690,1,24,2,2
7691,1,48,4,2
7692,1,24,2,5
7693,2,35,3,2
7694,1,35,3,6
7695,1,10,1,2
7696,1,48,4,6
7697,1,35,3,5
7698,1,35,3,3
7699,1,35,3,1
7700,1,35,3,1
7701,1,59,5,1
7702,1,12,1,1
7703,1,59,5,1
7704,2,59,5,1
7705,1,48,4,2
7706,1,13,1,1
7707,1,24,2,6
7708,2,35,3,1
7709,1,35,3,1
7710,1,48,4,1
7711,1,13,1,6
7712,2,35,3,3
7713,1,24,2,2
7714,1,48,4,1
7715,1,10,1,1
7716,1,35,3,1
7717,1,10,1,3
7718,2,24,2,6
7719,1,24,2,1
7720,9,35,3,1
7721,1,59,5,6
7722,1,35,3,6
7723,1,48,4,1
7724,1,59,5,3
7725,2,46,4,1
7726,1,35,3,1
7727,2,59,5,1
7728,1,10,1,5
7729,1,11,1,1
7730,1,12,1,1
7731,1,35,3,5
7732,1,47,4,6
7733,1,13,1,4
7734,2,35,3,1
7735,1,48,4,6
7736,2,12,1,6
7737,1,13,1,1
7738,1,24,2,1
7739,2,35,3,3
7740,1,35,3,1
7741,1,12,1,2
7742,1,46,4,1
7743,1,24,2,6
7744,1,35,3,1
7745,1,35,3,1
7746,1,24,2,2
7747,1,13,1,1
7748,1,10,1,1
7749,1,11,1,1
7750,1,35,3,6
7751,1,10,1,1
7752,1,46,4,1
7753,1,13,1,1
7754,1,24,2,3
7755,1,46,4,1
7756,1,12,1,1
7757,1,47,4,1
7758,2,59,5,1
7759,2,35,3,6
7760,1,48,4,1
7761,1,35,3,5
7762,1,13,1,1
7763,1,24,2,6
7764,1,59,5,6
7765,1,48,4,1
7766,1,24,2,2
7767,1,24,2,2
7768,2,12,1,6
7769,2,59,5,1
7770,1,35,3,1
7771,1,48,4,1
7772,2,24,2,6
7773,1,35,3,6
7774,2,59,5,2
7775,1,11,1,5
7776,1,12,1,1
7777,1,47,4,1
7778,1,46,4,1
7779,1,59,5,5
7780,1,13,1,2
7781,1,59,5,1
7782,1,47,4,3
7783,1,35,3,1
7784,1,12,1,1
7785,1,35,3,4
7786,1,11,1,6
7787,1,24,2,6
7788,1,24,2,6
7789,1,12,1,1
7790,1,35,3,1
7791,1,46,4,6
7792,1,59,5,3
7793,1,24,2,1
7794,1,48,4,6
7795,1,35,3,4
7796,2,35,3,1
7797,1,12,1,1
7798,1,24,2,6
7799,1,12,1,1
7800,1,35,3,5
7801,2,24,2,1
7802,1,48,4,1
7803,1,59,5,3
7804,1,46,4,1
7805,2,24,2,1
7806,2,35,3,1
7807,2,59,5,1
7808,1,24,2,6
7809,1,48,4,3
7810,1,35,3,6
7811,1,35,3,2
7812,7,46,4,1
7813,1,12,1,1
7814,1,24,2,2
7815,1,24,2,6
7816,1,35,3,6
7817,2,11,1,6
7818,1,11,1,6
7819,2,48,4,6
7820,1,10,1,1
7821,1,11,1,5
7822,1,10,1,5
7823,2,24,2,1
7824,1,24,2,1
7825,1,35,3,1
7826,1,11,1,1
7827,1,48,4,6
7828,1,12,1,3
7829,1,47,4,2
7830,1,24,2,2
7831,2,35,3,1
7832,1,47,4,1
7833,1,12,1,1
7834,1,12,1,1
7835,1,48,4,1
7836,1,47,4,1
7837,1,35,3,1
7838,1,13,1,1
7839,1,59,5,2
7840,1,47,4,6
7841,1,35,3,1
7842,1,48,4,4
7843,1,59,5,5
7844,1,46,4,1
7845,1,24,2,3
7846,1,10,1,1
7847,1,24,2,2
7848,1,47,4,1
7849,1,24,2,6
7850,1,24,2,2
7851,1,24,2,3
7852,1,11,1,1
7853,1,13,1,3
7854,1,59,5,6
7855,1,35,3,1
7856,1,24,2,1
7857,1,35,3,6
7858,1,47,4,3
7859,1,46,4,1
7860,1,47,4,6
7861,1,13,1,1
7862,1,35,3,5
7863,2,59,5,3
7864,1,35,3,1
7865,1,11,1,1
7866,1,46,4,5
7867,2,24,2,1
7868,1,47,4,5
7869,1,35,3,6
7870,2,59,5,6
7871,1,12,1,2
7872,1,46,4,1
7873,1,12,1,5
7874,1,59,5,1
7875,1,24,2,2
7876,1,12,1,1
7877,1,35,3,6
7878,1,48,4,1
7879,2,35,3,1
7880,1,35,3,1
7881,1,24,2,6
7882,2,35,3,6
7883,2,59,5,1
7884,7,35,3,5
7885,1,24,2,1
7886,1,13,1,6
7887,1,47,4,1
7888,1,12,1,1
7889,1,59,5,5
7890,1,12,1,1
7891,1,35,3,2
7892,2,48,4,1
7893,2,35,3,1
7894,1,24,2,6
7895,1,24,2,6
7896,2,35,3,6
7897,2,35,3,2
7898,1,48,4,1
7899,1,35,3,1
7900,1,12,1,3
7901,1,35,3,3
7902,2,35,3,6
7903,1,59,5,1
7904,1,11,1,3
7905,2,35,3,1
7906,1,35,3,6
7907,2,35,3,1
7908,1,24,2,6
7909,1,35,3,1
7910,1,35,3,1
7911,1,24,2,6
7912,1,59,5,1
7913,1,24,2,5
7914,1,59,5,1
7915,1,35,3,6
7916,1,13,1,1
7917,1,35,3,2
7918,1,35,3,4
7919,1,35,3,3
7920,1,35,3,1
7921,1,24,2,6
7922,1,35,3,6
7923,1,12,1,1
7924,1,59,5,1
7925,1,59,5,1
7926,1,46,4,1
7927,1,11,1,1
7928,2,35,3,1
7929,2,35,3,2
7930,1,59,5,1
7931,1,59,5,1
7932,2,35,3,1
7933,1,24,2,1
7934,1,48,4,2
7935,2,10,1,6
7936,2,35,3,5
7937,1,59,5,1
7938,1,24,2,1
7939,1,24,2,3
7940,1,13,1,1
7941,1,59,5,1
7942,2,59,5,6
7943,1,35,3,2
7944,9,35,3,1
7945,1,12,1,6
7946,1,11,1,2
7947,1,10,1,1
7948,1,24,2,6
7949,1,13,1,4
7950,1,12,1,6
7951,1,35,3,3
7952,1,10,1,6
7953,1,24,2,6
7954,1,47,4,1
7955,1,13,1,3
7956,1,35,3,5
7957,2,46,4,6
7958,1,59,5,5
7959,1,46,4,1
7960,1,13,1,3
7961,2,35,3,1
7962,1,48,4,1
7963,1,12,1,5
7964,2,59,5,6
7965,1,24,2,6
7966,1,35,3,6
7967,1,11,1,1
7968,1,59,5,3
7969,1,48,4,6
7970,1,48,4,1
7971,1,48,4,1
7972,2,13,1,1
7973,1,24,2,6
7974,1,35,3,1
7975,1,10,1,1
7976,1,13,1,1
7977,1,10,1,1
7978,1,12,1,1
7979,1,24,2,2
7980,1,47,4,1
7981,1,59,5,1
7982,1,35,3,6
7983,1,13,1,6
7984,1,48,4,5
7985,1,48,4,2
7986,1,47,4,3
7987,1,46,4,1
7988,1,35,3,5
7989,7,13,1,4
7990,1,46,4,6
7991,1,46,4,3
7992,1,48,4,6
7993,1,35,3,1
7994,1,35,3,6
7995,1,35,3,1
7996,1,35,3,6
7997,1,13,1,1
7998,2,24,2,1
7999,1,47,4,2
8000,1,35,3,6
8001,2,46,4,1
8002,1,10,1,1
8003,1,13,1,1
8004,1,13,1,1
8005,1,48,4,6
8006,2,35,3,2
8007,1,35,3,1
8008,1,10,1,5
8009,1,12,1,3
8010,1,48,4,2
8011,2,35,3,1
8012,1,10,1,1
8013,1,47,4,6
8014,1,12,1,1
8015,1,24,2,3
8016,1,35,3,6
8017,2,59,5,1
8018,2,35,3,1
8019,1,24,2,1
8020,1,24,2,2
8021,2,35,3,1
8022,1,10,1,1
8023,2,35,3,6
8024,1,10,1,1
8025,1,48,4,1
8026,1,59,5,1
8027,2,47,4,1
8028,1,46,4,1
8029,1,46,4,6
8030,1,35,3,1
8031,1,48,4,6
8032,1,47,4,6
8033,2,35,3,1
8034,1,35,3,1
8035,1,10,1,1
8036,1,11,1,1
8037,1,35,3,3
8038,1,35,3,1
8039,1,24,2,6
8040,2,35,3,1
8041,2,59,5,1
8042,1,59,5,6
8043,1,48,4,6
8044,1,46,4,3
8045,1,24,2,5
8046,1,24,2,1
8047,1,13,1,6
8048,1,24,2,6
8049,1,24,2,2
8050,2,59,5,4
8051,1,13,1,1
8052,2,59,5,6
8053,1,13,1,1
8054,1,59,5,1
8055,1,24,2,3
8056,1,24,2,2
8057,1,13,1,2
8058,1,11,1,3
8059,2,35,3,1
8060,2,48,4,4
8061,1,12,1,1
8062,1,24,2,5
8063,1,11,1,1
8064,1,35,3,6
8065,1,59,5,2
8066,2,35,3,6
8067,1,35,3,1
8068,1,24,2,6
8069,1,47,4,1
8070,2,13,1,6
8071,1,46,4,6
8072,2,35,3,1
8073,1,47,4,6
8074,1,59,5,1
8075,1,24,2,6
8076,1,59,5,1
8077,1,59,5,6
8078,1,35,3,2
8079,2,48,4,1
8080,1,12,1,1
8081,1,10,1,1
8082,1,35,3,2
8083,1,13,1,6
8084,1,12,1,6
8085,1,13,1,1
8086,1,48,4,1
8087,1,35,3,1
8088,2,48,4,1
8089,1,10,1,6
8090,2,35,3,2
8091,1,59,5,4
8092,1,24,2,3
8093,2,24,2,1
8094,1,35,3,6
8095,1,12,1,1
8096,1,35,3,1
8097,1,10,1,2
8098,1,24,2,2
8099,1,46,4,5
8100,1,10,1,1
8101,1,59,5,1
8102,1,24,2,1
8103,1,24,2,6
8104,1,35,3,3
8105,1,13,1,5
8106,2,35,3,1
8107,1,12,1,1
8108,1,12,1,1
8109,1,24,2,3
8110,1,35,3,1
8111,2,35,3,1
8112,2,35,3,1
8113,1,12,1,6
8114,2,46,4,1
8115,2,35,3,6
8116,1,35,3,2
8117,2,35,3,6
8118,2,24,2,1
8119,1,48,4,1
8120,1,35,3,1
8121,1,10,1,2
8122,1,11,1,1
8123,1,24,2,6
8124,1,12,1,1
8125,2,35,3,3
8126,1,46,4,1
8127,1,24,2,1
8128,2,35,3,4
8129,1,48,4,1
8130,1,48,4,1
8131,1,12,1,1
8132,1,24,2,1
8133,1,46,4,6
8134,1,24,2,1
8135,1,35,3,1
8136,1,48,4,5
8137,1,24,2,6
8138,1,12,1,6
8139,1,35,3,1
8140,1,10,1,1
8141,2,35,3,6
8142,1,48,4,1
8143,1,24,2,1
8144,1,13,1,1
8145,1,59,5,1
8146,1,11,1,1
8147,1,24,2,6
8148,1,48,4,1
8149,1,46,4,1
8150,1,24,2,2
8151,1,35,3,6
8152,1,59,5,1
8153,1,59,5,1
8154,1,35,3,1
8155,2,35,3,1
8156,1,24,2,1
8157,1,46,4,1
8158,1,13,1,1
8159,2,46,4,1
8160,2,59,5,1
8161,2,35,3,2
8162,1,24,2,2
8163,1,11,1,1
8164,1,46,4,6
8165,1,35,3,1
8166,1,10,1,1
8167,1,13,1,3
8168,1,35,3,6
8169,1,48,4,2
8170,1,11,1,2
8171,1,11,1,1
8172,1,59,5,1
8173,2,35,3,6
8174,1,24,2,6
8175,2,35,3,6
8176,1,10,1,2
8177,1,59,5,6
8178,2,59,5,6
8179,2,59,5,1
8180,2,24,2,5
8181,1,35,3,1
8182,1,24,2,1
8183,2,35,3,1
8184,1,59,5,6
8185,1,47,4,3
8186,1,35,3,1
8187,1,11,1,6
8188,1,35,3,1
8189,2,35,3,3
8190,1,35,3,6
8191,1,59,5,1
8192,2,59,5,1
8193,1,48,4,1
8194,1,35,3,1
8195,1,11,1,4
8196,1,35,3,2
8197,1,48,4,1
8198,1,46,4,6
8199,1,12,1,1
8200,1,24,2,2
8201,1,24,2,3
8202,1,46,4,1
8203,1,24,2,6
8204,1,11,1,1
8205,2,35,3,6
8206,1,48,4,1
8207,1,35,3,1
8208,1,24,2,1
8209,1,46,4,6
8210,1,24,2,6
8211,1,35,3,6
8212,1,24,2,6
8213,2,13,1,4
8214,2,35,3,1
8215,1,24,2,6
8216,1,10,1,6
8217,1,59,5,2
8218,1,13,1,1
8219,1,35,3,1
8220,1,35,3,2
8221,1,24,2,1
8222,1,35,3,6
8223,1,35,3,5
8224,1,24,2,5
8225,1,35,3,6
8226,1,24,2,2
8227,1,35,3,1
8228,2,35,3,1
8229,1,24,2,2
8230,1,47,4,3
8231,2,59,5,1
8232,1,24,2,1
8233,1,48,4,1
8234,2,59,5,6
8235,1,48,4,6
8236,1,24,2,3
8237,1,46,4,3
8238,1,35,3,1
8239,1,10,1,1
8240,1,13,1,2
8241,2,35,3,1
8242,1,35,3,4
8243,1,24,2,3
8244,1,24,2,6
8245,1,59,5,1
8246,1,35,3,1
8247,2,24,2,1
8248,1,13,1,1
8249,1,47,4,5
8250,9,12,1,1
8251,1,13,1,6
8252,1,11,1,1
8253,1,47,4,1
8254,1,35,3,1
8255,1,47,4,2
8256,1,48,4,1
8257,1,24,2,5
8258,2,59,5,1
8259,1,47,4,1
8260,2,35,3,1
8261,1,48,4,6
8262,1,12,1,1
8263,1,24,2,6
8264,1,24,2,6
8265,1,46,4,1
8266,1,12,1,3
8267,1,10,1,1
8268,1,11,1,1
8269,1,59,5,2
8270,1,35,3,1
8271,2,35,3,6
8272,1,24,2,1
8273,1,47,4,1
8274,2,35,3,1
8275,1,59,5,1
8276,1,35,3,1
8277,1,48,4,1
8278,1,13,1,4
8279,1,24,2,6
8280,1,48,4,1
8281,1,46,4,5
8282,1,35,3,1
8283,1,35,3,5
8284,2,48,4,1
8285,1,12,1,4
8286,1,12,1,2
8287,2,48,4,1
8288,2,35,3,1
8289,1,46,4,1
8290,1,35,3,1
8291,2,12,1,1
8292,1,24,2,2
8293,1,35,3,5
8294,1,35,3,6
8295,1,59,5,6
8296,1,48,4,5
8297,1,24,2,6
8298,1,46,4,1
8299,1,47,4,1
8300,2,35,3,5
8301,1,24,2,1
8302,1,46,4,1
8303,1,13,1,4
8304,1,35,3,6
8305,1,59,5,3
8306,1,35,3,1
8307,1,24,2,5
8308,1,13,1,3
8309,1,24,2,3
8310,1,35,3,6
8311,1,13,1,1
8312,1,13,1,5
8313,1,24,2,1
8314,1,24,2,1
8315,1,59,5,1
8316,1,48,4,6
8317,1,10,1,6
8318,2,35,3,2
8319,1,47,4,4
8320,1,35,3,1
8321,1,13,1,6
8322,1,24,2,3
8323,1,35,3,5
8324,1,35,3,5
8325,1,24,2,2
8326,2,59,5,1
8327,2,46,4,1
8328,1,10,1,1
8329,2,35,3,1
8330,1,24,2,2
8331,1,59,5,6
8332,1,35,3,1
8333,1,10,1,1
8334,1,35,3,2
8335,1,35,3,1
8336,1,48,4,1
8337,1,59,5,6
8338,1,35,3,6
8339,1,35,3,1
8340,2,59,5,1
8341,2,59,5,3
8342,2,59,5,1
8343,1,46,4,3
8344,2,35,3,1
8345,1,35,3,2
8346,1,46,4,1
8347,1,48,4,6
8348,2,35,3,1
8349,1,48,4,2
8350,1,12,1,3
8351,1,10,1,1
8352,1,10,1,1
8353,1,35,3,1
8354,1,59,5,1
8355,1,13,1,5
8356,1,13,1,1
8357,2,35,3,1
8358,2,13,1,1
8359,1,46,4,1
8360,2,46,4,1
8361,2,24,2,6
8362,2,47,4,1
8363,1,10,1,1
8364,1,24,2,6
8365,1,46,4,1
8366,1,48,4,6
8367,2,35,3,3
8368,1,11,1,1
8369,1,12,1,1
8370,1,35,3,6
8371,1,13,1,2
8372,1,59,5,5
8373,1,35,3,5
8374,1,24,2,2
8375,1,13,1,1
8376,1,24,2,6
8377,1,12,1,1
8378,2,48,4,6
8379,1,35,3,6
8380,1,35,3,5
8381,1,35,3,6
