County,County Code,Age Group,Year,Deaths,Population
"Santa Cruz County, CA",6087,55-64 years,2013,243,37972
"Santa Cruz County, CA",6087,55-64 years,2014,218,38167
"Santa Cruz County, CA",6087,55-64 years,2015,237,38291
"Santa Cruz County, CA",6087,55-64 years,2016,232,37942
"Santa Cruz County, CA",6087,65-74 years,1999,258,12454
"Santa Cruz County, CA",6087,65-74 years,2000,220,12347
"Santa Cruz County, CA",6087,65-74 years,2001,235,12168
"Santa Cruz County, CA",6087,65-74 years,2002,212,11921
"Santa Cruz County, CA",6087,65-74 years,2003,205,11974
"Santa Cruz County, CA",6087,65-74 years,2004,213,12152
"Santa Cruz County, CA",6087,65-74 years,2005,208,12288
"Santa Cruz County, CA",6087,65-74 years,2006,202,12549
"Santa Cruz County, CA",6087,65-74 years,2007,183,13194
"Santa Cruz County, CA",6087,65-74 years,2008,194,14131
"Santa Cruz County, CA",6087,65-74 years,2009,224,15078
"Santa Cruz County, CA",6087,65-74 years,2010,192,15874
"Santa Cruz County, CA",6087,65-74 years,2011,233,16931
"Santa Cruz County, CA",6087,65-74 years,2012,240,18864
"Santa Cruz County, CA",6087,65-74 years,2013,250,20596
"Santa Cruz County, CA",6087,65-74 years,2014,291,22423
"Santa Cruz County, CA",6087,65-74 years,2015,317,24203
"Santa Cruz County, CA",6087,65-74 years,2016,319,26047
"Santa Cruz County, CA",6087,75-84 years,1999,459,9269
"Santa Cruz County, CA",6087,75-84 years,2000,499,9295
"Santa Cruz County, CA",6087,75-84 years,2001,479,9180
"Santa Cruz County, CA",6087,75-84 years,2002,447,9219
"Santa Cruz County, CA",6087,75-84 years,2003,480,9042
"Santa Cruz County, CA",6087,75-84 years,2004,419,9102
"Santa Cruz County, CA",6087,75-84 years,2005,436,9064
"Santa Cruz County, CA",6087,75-84 years,2006,393,8967
"Santa Cruz County, CA",6087,75-84 years,2007,403,8902
"Santa Cruz County, CA",6087,75-84 years,2008,388,8861
"Santa Cruz County, CA",6087,75-84 years,2009,405,8742
"Santa Cruz County, CA",6087,75-84 years,2010,336,8668
"Santa Cruz County, CA",6087,75-84 years,2011,360,8696
"Santa Cruz County, CA",6087,75-84 years,2012,325,8705
"Santa Cruz County, CA",6087,75-84 years,2013,343,8893
"Santa Cruz County, CA",6087,75-84 years,2014,338,9066
"Santa Cruz County, CA",6087,75-84 years,2015,337,9360
"Santa Cruz County, CA",6087,75-84 years,2016,323,9699
"Santa Cruz County, CA",6087,85+ years,1999,560,3758
"Santa Cruz County, CA",6087,85+ years,2000,555,3845
"Santa Cruz County, CA",6087,85+ years,2001,589,3758
"Santa Cruz County, CA",6087,85+ years,2002,508,3761
"Santa Cruz County, CA",6087,85+ years,2003,652,3845
"Santa Cruz County, CA",6087,85+ years,2004,515,3863
"Santa Cruz County, CA",6087,85+ years,2005,509,3961
"Santa Cruz County, CA",6087,85+ years,2006,533,4080
"Santa Cruz County, CA",6087,85+ years,2007,533,4281
"Santa Cruz County, CA",6087,85+ years,2008,559,4447
"Santa Cruz County, CA",6087,85+ years,2009,575,4614
"Santa Cruz County, CA",6087,85+ years,2010,603,4616
"Santa Cruz County, CA",6087,85+ years,2011,653,4723
"Santa Cruz County, CA",6087,85+ years,2012,648,4868
"Santa Cruz County, CA",6087,85+ years,2013,688,4995
"Santa Cruz County, CA",6087,85+ years,2014,640,5085
"Santa Cruz County, CA",6087,85+ years,2015,657,5233
"Santa Cruz County, CA",6087,85+ years,2016,658,5217
"Shasta County, CA",6089,< 1 year,1999,11,1766
"Shasta County, CA",6089,< 1 year,2000,11,1756
"Shasta County, CA",6089,< 1 year,2001,12,1823
"Shasta County, CA",6089,< 1 year,2002,15,1946
"Shasta County, CA",6089,< 1 year,2003,13,1913
"Shasta County, CA",6089,< 1 year,2004,10,2049
"Shasta County, CA",6089,< 1 year,2005,16,2039
"Shasta County, CA",6089,< 1 year,2006,10,2067
"Shasta County, CA",6089,< 1 year,2007,20,2146
"Shasta County, CA",6089,< 1 year,2009,11,2069
"Shasta County, CA",6089,< 1 year,2010,11,1985
"Shasta County, CA",6089,< 1 year,2011,20,2086
"Shasta County, CA",6089,< 1 year,2012,10,2048
"Shasta County, CA",6089,< 1 year,2014,10,2134
"Shasta County, CA",6089,< 1 year,2016,13,2053
"Shasta County, CA",6089,15-19 years,2000,14,12854
"Shasta County, CA",6089,15-19 years,2001,12,12998
"Shasta County, CA",6089,15-19 years,2004,11,13373
"Shasta County, CA",6089,15-19 years,2005,10,13434
"Shasta County, CA",6089,15-19 years,2007,10,13291
"Shasta County, CA",6089,15-19 years,2010,10,12439
"Shasta County, CA",6089,20-24 years,1999,11,8165
"Shasta County, CA",6089,20-24 years,2000,10,8616
"Shasta County, CA",6089,20-24 years,2002,13,10157
"Shasta County, CA",6089,20-24 years,2003,12,10715
"Shasta County, CA",6089,20-24 years,2004,10,10919
"Shasta County, CA",6089,20-24 years,2005,15,11014
"Shasta County, CA",6089,20-24 years,2006,16,10946
"Shasta County, CA",6089,20-24 years,2007,13,10998
"Shasta County, CA",6089,20-24 years,2008,16,10926
"Shasta County, CA",6089,20-24 years,2009,12,10998
"Shasta County, CA",6089,20-24 years,2010,13,11003
"Shasta County, CA",6089,20-24 years,2011,17,11624
"Shasta County, CA",6089,20-24 years,2012,17,11679
"Shasta County, CA",6089,20-24 years,2014,12,11168
"Shasta County, CA",6089,20-24 years,2015,17,10629
"Shasta County, CA",6089,25-34 years,1999,27,17242
"Shasta County, CA",6089,25-34 years,2000,24,16844
"Shasta County, CA",6089,25-34 years,2001,29,16756
"Shasta County, CA",6089,25-34 years,2002,27,17197
"Shasta County, CA",6089,25-34 years,2003,16,17500
"Shasta County, CA",6089,25-34 years,2004,21,17740
"Shasta County, CA",6089,25-34 years,2005,18,18068
"Shasta County, CA",6089,25-34 years,2006,23,18222
"Shasta County, CA",6089,25-34 years,2007,27,18484
"Shasta County, CA",6089,25-34 years,2008,27,18894
"Shasta County, CA",6089,25-34 years,2009,30,19489
"Shasta County, CA",6089,25-34 years,2010,28,19957
"Shasta County, CA",6089,25-34 years,2011,37,20541
"Shasta County, CA",6089,25-34 years,2012,25,21025
"Shasta County, CA",6089,25-34 years,2013,43,21616
"Shasta County, CA",6089,25-34 years,2014,29,22163
"Shasta County, CA",6089,25-34 years,2015,38,22443
"Shasta County, CA",6089,25-34 years,2016,35,22816
"Shasta County, CA",6089,35-44 years,1999,64,24622
"Shasta County, CA",6089,35-44 years,2000,61,24428
"Shasta County, CA",6089,35-44 years,2001,61,24194
"Shasta County, CA",6089,35-44 years,2002,66,24152
"Shasta County, CA",6089,35-44 years,2003,68,23894
"Shasta County, CA",6089,35-44 years,2004,68,23411
"Shasta County, CA",6089,35-44 years,2005,64,22949
"Shasta County, CA",6089,35-44 years,2006,59,22536
"Shasta County, CA",6089,35-44 years,2007,56,21752
"Shasta County, CA",6089,35-44 years,2008,55,20979
"Shasta County, CA",6089,35-44 years,2009,45,20015
"Shasta County, CA",6089,35-44 years,2010,46,19567
"Shasta County, CA",6089,35-44 years,2011,52,19145
"Shasta County, CA",6089,35-44 years,2012,48,18895
"Shasta County, CA",6089,35-44 years,2013,41,18833
"Shasta County, CA",6089,35-44 years,2014,48,18918
"Shasta County, CA",6089,35-44 years,2015,55,18818
"Shasta County, CA",6089,35-44 years,2016,47,18966
"Shasta County, CA",6089,45-54 years,1999,100,23378
"Shasta County, CA",6089,45-54 years,2000,106,24056
"Shasta County, CA",6089,45-54 years,2001,128,25311
"Shasta County, CA",6089,45-54 years,2002,130,25743
"Shasta County, CA",6089,45-54 years,2003,153,26325
"Shasta County, CA",6089,45-54 years,2004,153,26648
"Shasta County, CA",6089,45-54 years,2005,127,26853
"Shasta County, CA",6089,45-54 years,2006,180,26993
"Shasta County, CA",6089,45-54 years,2007,163,27265
"Shasta County, CA",6089,45-54 years,2008,143,27263
"Shasta County, CA",6089,45-54 years,2009,142,26913
"Shasta County, CA",6089,45-54 years,2010,159,26585
"Shasta County, CA",6089,45-54 years,2011,163,25679
"Shasta County, CA",6089,45-54 years,2012,142,24976
"Shasta County, CA",6089,45-54 years,2013,135,24218
"Shasta County, CA",6089,45-54 years,2014,137,23601
"Shasta County, CA",6089,45-54 years,2015,157,22838
"Shasta County, CA",6089,45-54 years,2016,128,22117
"Shasta County, CA",6089,55-64 years,1999,190,16472
"Shasta County, CA",6089,55-64 years,2000,146,17061
"Shasta County, CA",6089,55-64 years,2001,179,17866
"Shasta County, CA",6089,55-64 years,2002,205,19146
"Shasta County, CA",6089,55-64 years,2003,183,20429
"Shasta County, CA",6089,55-64 years,2004,237,21446
"Shasta County, CA",6089,55-64 years,2005,235,22303
"Shasta County, CA",6089,55-64 years,2006,246,23199
"Shasta County, CA",6089,55-64 years,2007,228,23720
"Shasta County, CA",6089,55-64 years,2008,286,24433
"Shasta County, CA",6089,55-64 years,2009,248,25157
"Shasta County, CA",6089,55-64 years,2010,284,25506
"Shasta County, CA",6089,55-64 years,2011,290,26386
"Shasta County, CA",6089,55-64 years,2012,295,26249
"Shasta County, CA",6089,55-64 years,2013,316,26259
"Shasta County, CA",6089,55-64 years,2014,339,26331
"Shasta County, CA",6089,55-64 years,2015,291,26505
"Shasta County, CA",6089,55-64 years,2016,342,26534
"Shasta County, CA",6089,65-74 years,1999,331,13010
"Shasta County, CA",6089,65-74 years,2000,301,12930
"Shasta County, CA",6089,65-74 years,2001,318,13128
"Shasta County, CA",6089,65-74 years,2002,344,13305
"Shasta County, CA",6089,65-74 years,2003,301,13604
"Shasta County, CA",6089,65-74 years,2004,321,13958
"Shasta County, CA",6089,65-74 years,2005,335,13946
"Shasta County, CA",6089,65-74 years,2006,336,14364
"Shasta County, CA",6089,65-74 years,2007,334,14767
"Shasta County, CA",6089,65-74 years,2008,356,15464
"Shasta County, CA",6089,65-74 years,2009,340,16099
"Shasta County, CA",6089,65-74 years,2010,350,16551
"Shasta County, CA",6089,65-74 years,2011,354,17323
"Shasta County, CA",6089,65-74 years,2012,369,18450
"Shasta County, CA",6089,65-74 years,2013,417,19422
"Shasta County, CA",6089,65-74 years,2014,419,20130
"Shasta County, CA",6089,65-74 years,2015,476,20915
"Shasta County, CA",6089,65-74 years,2016,462,21595
"Shasta County, CA",6089,75-84 years,1999,533,8912
"Shasta County, CA",6089,75-84 years,2000,540,9054
"Shasta County, CA",6089,75-84 years,2001,550,9268
"Shasta County, CA",6089,75-84 years,2002,594,9548
"Shasta County, CA",6089,75-84 years,2003,535,9562
"Shasta County, CA",6089,75-84 years,2004,537,9627
"Shasta County, CA",6089,75-84 years,2005,534,9722
"Shasta County, CA",6089,75-84 years,2006,566,9646
"Shasta County, CA",6089,75-84 years,2007,553,9530
"Shasta County, CA",6089,75-84 years,2008,565,9496
"Shasta County, CA",6089,75-84 years,2009,485,9485
"Shasta County, CA",6089,75-84 years,2010,504,9446
"Shasta County, CA",6089,75-84 years,2011,487,9573
"Shasta County, CA",6089,75-84 years,2012,482,9783
"Shasta County, CA",6089,75-84 years,2013,537,9950
"Shasta County, CA",6089,75-84 years,2014,510,10251
"Shasta County, CA",6089,75-84 years,2015,528,10363
"Shasta County, CA",6089,75-84 years,2016,509,10654
"Shasta County, CA",6089,85+ years,1999,414,2769
"Shasta County, CA",6089,85+ years,2000,433,2875
"Shasta County, CA",6089,85+ years,2001,484,2930
"Shasta County, CA",6089,85+ years,2002,524,3031
"Shasta County, CA",6089,85+ years,2003,492,3186
"Shasta County, CA",6089,85+ years,2004,514,3270
"Shasta County, CA",6089,85+ years,2005,590,3367
"Shasta County, CA",6089,85+ years,2006,550,3447
"Shasta County, CA",6089,85+ years,2007,588,3579
"Shasta County, CA",6089,85+ years,2008,612,3679
"Shasta County, CA",6089,85+ years,2009,590,3804
"Shasta County, CA",6089,85+ years,2010,639,3970
"Shasta County, CA",6089,85+ years,2011,635,4046
"Shasta County, CA",6089,85+ years,2012,646,4154
"Shasta County, CA",6089,85+ years,2013,687,4163
"Shasta County, CA",6089,85+ years,2014,631,4211
"Shasta County, CA",6089,85+ years,2015,665,4344
"Shasta County, CA",6089,85+ years,2016,715,4321
"Sierra County, CA",6091,55-64 years,2010,10,693
"Sierra County, CA",6091,55-64 years,2013,10,649
"Sierra County, CA",6091,65-74 years,2003,12,326
"Sierra County, CA",6091,65-74 years,2009,11,393
"Sierra County, CA",6091,65-74 years,2012,10,452
"Sierra County, CA",6091,65-74 years,2016,11,550
"Sierra County, CA",6091,75-84 years,1999,13,202
"Sierra County, CA",6091,75-84 years,2002,12,192
"Sierra County, CA",6091,75-84 years,2006,14,177
"Sierra County, CA",6091,75-84 years,2011,11,211
"Sierra County, CA",6091,75-84 years,2012,11,213
"Sierra County, CA",6091,75-84 years,2014,10,224
"Sierra County, CA",6091,85+ years,1999,16,84
"Sierra County, CA",6091,85+ years,2000,11,83
"Sierra County, CA",6091,85+ years,2001,15,84
"Sierra County, CA",6091,85+ years,2002,11,91
"Sierra County, CA",6091,85+ years,2003,15,82
"Sierra County, CA",6091,85+ years,2005,15,85
"Sierra County, CA",6091,85+ years,2007,19,80
"Sierra County, CA",6091,85+ years,2008,14,67
"Sierra County, CA",6091,85+ years,2009,18,72
"Sierra County, CA",6091,85+ years,2010,11,73
"Sierra County, CA",6091,85+ years,2011,12,58
"Sierra County, CA",6091,85+ years,2012,15,66
"Sierra County, CA",6091,85+ years,2016,11,79
"Siskiyou County, CA",6093,25-34 years,2005,10,3792
"Siskiyou County, CA",6093,25-34 years,2007,10,3770
"Siskiyou County, CA",6093,25-34 years,2010,10,4277
"Siskiyou County, CA",6093,25-34 years,2013,13,4307
"Siskiyou County, CA",6093,25-34 years,2015,10,4446
"Siskiyou County, CA",6093,25-34 years,2016,18,4495
"Siskiyou County, CA",6093,35-44 years,1999,20,6545
"Siskiyou County, CA",6093,35-44 years,2000,11,6364
"Siskiyou County, CA",6093,35-44 years,2001,12,6030
"Siskiyou County, CA",6093,35-44 years,2002,24,5791
"Siskiyou County, CA",6093,35-44 years,2003,17,5591
"Siskiyou County, CA",6093,35-44 years,2004,19,5406
"Siskiyou County, CA",6093,35-44 years,2005,18,5309
"Siskiyou County, CA",6093,35-44 years,2006,17,5187
"Siskiyou County, CA",6093,35-44 years,2007,20,4953
"Siskiyou County, CA",6093,35-44 years,2009,11,4598
"Siskiyou County, CA",6093,35-44 years,2010,10,4536
"Siskiyou County, CA",6093,35-44 years,2011,14,4431
"Siskiyou County, CA",6093,35-44 years,2012,12,4325
"Siskiyou County, CA",6093,35-44 years,2013,15,4243
"Siskiyou County, CA",6093,35-44 years,2014,16,4173
"Siskiyou County, CA",6093,35-44 years,2015,11,4192
"Siskiyou County, CA",6093,45-54 years,1999,30,7245
"Siskiyou County, CA",6093,45-54 years,2000,30,7439
"Siskiyou County, CA",6093,45-54 years,2001,27,7576
"Siskiyou County, CA",6093,45-54 years,2002,26,7622
"Siskiyou County, CA",6093,45-54 years,2003,30,7636
"Siskiyou County, CA",6093,45-54 years,2004,41,7574
"Siskiyou County, CA",6093,45-54 years,2005,28,7508
"Siskiyou County, CA",6093,45-54 years,2006,36,7469
"Siskiyou County, CA",6093,45-54 years,2007,53,7394
"Siskiyou County, CA",6093,45-54 years,2008,49,7309
"Siskiyou County, CA",6093,45-54 years,2009,44,7030
"Siskiyou County, CA",6093,45-54 years,2010,39,6910
"Siskiyou County, CA",6093,45-54 years,2011,36,6424
"Siskiyou County, CA",6093,45-54 years,2012,33,5962
"Siskiyou County, CA",6093,45-54 years,2013,28,5591
"Siskiyou County, CA",6093,45-54 years,2014,43,5416
"Siskiyou County, CA",6093,45-54 years,2015,36,5251
"Siskiyou County, CA",6093,45-54 years,2016,33,5066
"Siskiyou County, CA",6093,55-64 years,1999,48,5056
"Siskiyou County, CA",6093,55-64 years,2000,43,5157
"Siskiyou County, CA",6093,55-64 years,2001,60,5388
"Siskiyou County, CA",6093,55-64 years,2002,42,5798
"Siskiyou County, CA",6093,55-64 years,2003,61,6106
"Siskiyou County, CA",6093,55-64 years,2004,67,6515
"Siskiyou County, CA",6093,55-64 years,2005,64,6807
"Siskiyou County, CA",6093,55-64 years,2006,66,7050
"Siskiyou County, CA",6093,55-64 years,2007,61,7274
"Siskiyou County, CA",6093,55-64 years,2008,68,7491
"Siskiyou County, CA",6093,55-64 years,2009,75,7703
"Siskiyou County, CA",6093,55-64 years,2010,59,7851
"Siskiyou County, CA",6093,55-64 years,2011,69,8099
"Siskiyou County, CA",6093,55-64 years,2012,90,7975
"Siskiyou County, CA",6093,55-64 years,2013,76,7846
"Siskiyou County, CA",6093,55-64 years,2014,79,7702
"Siskiyou County, CA",6093,55-64 years,2015,87,7580
"Siskiyou County, CA",6093,55-64 years,2016,89,7511
"Siskiyou County, CA",6093,65-74 years,1999,88,4258
"Siskiyou County, CA",6093,65-74 years,2000,100,4227
"Siskiyou County, CA",6093,65-74 years,2001,100,4217
"Siskiyou County, CA",6093,65-74 years,2002,91,4228
"Siskiyou County, CA",6093,65-74 years,2003,66,4276
"Siskiyou County, CA",6093,65-74 years,2004,86,4259
"Siskiyou County, CA",6093,65-74 years,2005,102,4289
"Siskiyou County, CA",6093,65-74 years,2006,87,4321
"Siskiyou County, CA",6093,65-74 years,2007,88,4495
"Siskiyou County, CA",6093,65-74 years,2008,75,4718
"Siskiyou County, CA",6093,65-74 years,2009,95,4855
"Siskiyou County, CA",6093,65-74 years,2010,96,4941
"Siskiyou County, CA",6093,65-74 years,2011,86,5098
"Siskiyou County, CA",6093,65-74 years,2012,97,5446
"Siskiyou County, CA",6093,65-74 years,2013,111,5748
"Siskiyou County, CA",6093,65-74 years,2014,119,6025
"Siskiyou County, CA",6093,65-74 years,2015,117,6273
"Siskiyou County, CA",6093,65-74 years,2016,125,6476
"Siskiyou County, CA",6093,75-84 years,1999,156,2882
"Siskiyou County, CA",6093,75-84 years,2000,145,2918
"Siskiyou County, CA",6093,75-84 years,2001,156,2951
"Siskiyou County, CA",6093,75-84 years,2002,179,2910
"Siskiyou County, CA",6093,75-84 years,2003,175,2901
"Siskiyou County, CA",6093,75-84 years,2004,156,2931
"Siskiyou County, CA",6093,75-84 years,2005,140,2899
"Siskiyou County, CA",6093,75-84 years,2006,158,2869
"Siskiyou County, CA",6093,75-84 years,2007,140,2797
"Siskiyou County, CA",6093,75-84 years,2008,149,2804
"Siskiyou County, CA",6093,75-84 years,2009,141,2741
"Siskiyou County, CA",6093,75-84 years,2010,153,2689
"Siskiyou County, CA",6093,75-84 years,2011,113,2696
"Siskiyou County, CA",6093,75-84 years,2012,137,2682
"Siskiyou County, CA",6093,75-84 years,2013,128,2706
"Siskiyou County, CA",6093,75-84 years,2014,122,2684
